route,portal,page_component,shell_implementation,header_implementation,logo_asset,rendered_logo_dimensions,header_height,background_treatment,primary_colors,font_family,title_size,body_size,content_width,left_right_padding,card_style,button_style,form_style,sidebar_style,responsive_behavior,duplicate_components_used,hard_coded_styling,known_exceptions,remediation_action,visual_drift_categories
/hr/training-records,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/qualifications,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/driver-qualification,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/driver-qualification/import,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/daily-reports,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/daily-reports/:id,HR,ViewDailyReport,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-4xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header; tables; navigation
/hr/motive-drivers,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/driver/:driverKey,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/time-off/public/:token,Shared/Public,PublicTimeOff,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,emerald,cyan,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-2xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; local-lang-toggle,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/field-leadership/portal/login,Field,FieldLeadershipPortalLogin,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,purple,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,local-logo; local-lang-toggle; legacy-attribution; custom-dialog; legacy-local-header,yes,none documented,Visual recertification / remove local overrides,certification pending
/field-leadership/portal/change-password,Field,FieldLeadershipPortalChangePassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/field-leadership/portal/dashboard,Field,FieldLeadershipPortalDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/field-leadership/portal,Field,FieldLeadershipPortalDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/field-leadership/portal/driver-qualification,Field,FieldLeadershipDriverQualification,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,red,font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,native/mixed,route-local / n/a,PortalShell responsive nav,pending viewport certification,,minimal,none documented,Visual recertification / remove local overrides,certification pending
/safety-portal/login,Safety,SafetyLogin,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,cyan,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,local-logo; local-lang-toggle; legacy-attribution,yes,none documented,Visual recertification / remove local overrides,certification pending
/safety-portal/forgot-password,Safety,SafetyForgotPassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"emerald,cyan,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
