status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
M,frontend/src/pages/trench_safety/TrenchSafetyHub.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyOpsCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyQrLanding.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyReportDistribution.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyReports.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/styles/tokens.css,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend_cert_defect_baseline.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,frontend_cert_sweep_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/BCSS_RELEASE1_PROGRAM1_CHECKPOINT2_FORMAL_ADOPTION.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/BCSS_RELEASE2_PROGRAM2_WAVE3_FAMILY1_OCC_HEALTH_AGGREGATOR_PHASEB_IMPLEMENTATION_RECORD.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/CHANGELOG.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/OPERATOR_BANNED_LANGUAGE_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/PLATFORM_SURVIVABILITY_EXECUTION_RAW.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/PRD.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/ROADMAP.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/WP16_LIVE_PUNCH_LIST.md,documentation-only,WP16,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,memory/WP16_WAVE2_7_GATE_INSPECTION.md,documentation-only,WP16,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP17A_CERTIFICATION_REGISTER.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
M,memory/WP17A_EXECUTIVE_CLOSEOUT.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
M,memory/WP17A_KPI_FORMULA_REGISTER.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
M,memory/WP17A_KPI_INVENTORY.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
M,memory/WP17A_KPI_REPAIR_SUMMARY.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
M,memory/WP17A_KPI_SOURCE_MAP.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
A,memory/WP17A_LIVE_PUNCH_LIST.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
A,memory/WP17A_POST_DEPLOYMENT_VALIDATION.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
M,memory/WP17A_PRE_DEPLOYMENT_CERTIFICATION.md,documentation-only,WP17,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP17 closeout docs + UI regression evidence
