Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
NAV-0015,admin,/admin/training,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0016,admin,/document-expirations,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0017,admin,/admin/sessions,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0018,admin,/admin/equipment,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0019,admin,/admin/operational-inventory,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0020,admin,/admin/email,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0021,admin,/admin/digest-config,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0022,admin,/admin/compliance,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0023,admin,/admin/compliance-findings,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0024,admin,/admin/incidents,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0025,admin,/admin/inspections,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0026,admin,/admin/governance,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0027,admin,/admin/project-identity,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0028,admin,/admin/operational-language,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0029,admin,/admin/operations-control,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0030,admin,/admin/system,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0031,admin,/admin/ai-configuration,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0032,admin,/admin/integration-truth,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
